destination_id,destination_name,main_category,sub_category,district_location,estimated_ticket_price,price_level,destination_rating,visit_duration_hours,accessibility_level,suitable_for,activity_tags,public_facilities,destination_description,destination_profile_text,deskripsi_destinasi_model,item_profile_model,jumlah_interaksi_train,jumlah_relevan_train,popularitas_norm
D0066,Taman Tirta Wangi,Keluarga,taman,Genteng,0,Rendah,4.3,5.0,Sulit,Keluarga,"keluarga, anak, santai, taman, murah","area parkir, toilet, area bermain, gazebo, warung","Taman Tirta Wangi adalah destinasi Keluarga di Kecamatan Genteng dengan subkategori taman. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket gratis, durasi kunjungan sekitar 5 jam, aksesibilitas sulit, dan rating 4.3/5.",Taman Tirta Wangi Keluarga taman keluarga anak santai taman murah area parkir toilet area bermain gazebo warung harga_rendah akses_sulit durasi_5_jam cocok_keluarga,"Taman Tirta Wangi adalah destinasi Keluarga di Kecamatan Genteng dengan subkategori taman. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket gratis, durasi kunjungan sekitar 5 jam, aksesibilitas sulit, dan rating 4.3/5.","taman tirta wangi keluarga taman keluarga, anak, santai, taman, murah area parkir, toilet, area bermain, gazebo, warung taman tirta wangi adalah destinasi keluarga di kecamatan genteng dengan subkategori taman. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket gratis, durasi kunjungan sekitar 5 jam, aksesibilitas sulit, dan rating 4.3/5. harga_rendah akses_sulit durasi_5_jam cocok_keluarga",249,159,0.7324932517479509
D0067,Pantai Boom Family Area,Keluarga,waterpark,Muncar,5000,Rendah,4.6,4.0,Mudah,Komunitas,"keluarga, anak, santai, taman, murah","area parkir, toilet, area bermain, gazebo, warung","Pantai Boom Family Area adalah destinasi Keluarga di Kecamatan Muncar dengan subkategori waterpark. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket Rp5.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.6/5.",Pantai Boom Family Area Keluarga waterpark keluarga anak santai taman murah area parkir toilet area bermain gazebo warung harga_rendah akses_mudah durasi_4_jam cocok_komunitas,"Pantai Boom Family Area adalah destinasi Keluarga di Kecamatan Muncar dengan subkategori waterpark. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket Rp5.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.6/5.","pantai boom family area keluarga waterpark keluarga, anak, santai, taman, murah area parkir, toilet, area bermain, gazebo, warung pantai boom family area adalah destinasi keluarga di kecamatan muncar dengan subkategori waterpark. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket rp5.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.6/5. harga_rendah akses_mudah durasi_4_jam cocok_komunitas",286,230,0.8503220371108243
D0068,Ruang Terbuka Hijau Maron,Keluarga,rekreasi,Muncar,20000,Rendah,4.7,1.5,Sulit,Teman,"keluarga, anak, santai, taman, murah","area parkir, toilet, area bermain, gazebo, warung","Ruang Terbuka Hijau Maron adalah destinasi Keluarga di Kecamatan Muncar dengan subkategori rekreasi. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket Rp20.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sulit, dan rating 4.7/5.",Ruang Terbuka Hijau Maron Keluarga rekreasi keluarga anak santai taman murah area parkir toilet area bermain gazebo warung harga_rendah akses_sulit durasi_1.5_jam cocok_teman,"Ruang Terbuka Hijau Maron adalah destinasi Keluarga di Kecamatan Muncar dengan subkategori rekreasi. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket Rp20.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sulit, dan rating 4.7/5.","ruang terbuka hijau maron keluarga rekreasi keluarga, anak, santai, taman, murah area parkir, toilet, area bermain, gazebo, warung ruang terbuka hijau maron adalah destinasi keluarga di kecamatan muncar dengan subkategori rekreasi. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket rp20.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sulit, dan rating 4.7/5. harga_rendah akses_sulit durasi_1_jam cocok_teman",136,76,0.21900976795875093
D0069,Kolam Renang Tamansari,Keluarga,ruang terbuka,Pesanggaran,0,Rendah,4.2,2.0,Sedang,Solo,"keluarga, anak, santai, taman, murah","area parkir, toilet, area bermain, gazebo, warung","Kolam Renang Tamansari adalah destinasi Keluarga di Kecamatan Pesanggaran dengan subkategori ruang terbuka. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket gratis, durasi kunjungan sekitar 2 jam, aksesibilitas sedang, dan rating 4.2/5.",Kolam Renang Tamansari Keluarga ruang terbuka keluarga anak santai taman murah area parkir toilet area bermain gazebo warung harga_rendah akses_sedang durasi_2_jam cocok_solo,"Kolam Renang Tamansari adalah destinasi Keluarga di Kecamatan Pesanggaran dengan subkategori ruang terbuka. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket gratis, durasi kunjungan sekitar 2 jam, aksesibilitas sedang, dan rating 4.2/5.","kolam renang tamansari keluarga ruang terbuka keluarga, anak, santai, taman, murah area parkir, toilet, area bermain, gazebo, warung kolam renang tamansari adalah destinasi keluarga di kecamatan pesanggaran dengan subkategori ruang terbuka. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket gratis, durasi kunjungan sekitar 2 jam, aksesibilitas sedang, dan rating 4.2/5. harga_rendah akses_sedang durasi_2_jam cocok_solo",179,125,0.45204932180563534
D0070,Kampung Warna-Warni Banyuwangi,Keluarga,kolam renang,Glagah,10000,Rendah,4.1,4.0,Mudah,Keluarga,"keluarga, anak, santai, taman, murah","area parkir, toilet, area bermain, gazebo, warung","Kampung Warna-Warni Banyuwangi adalah destinasi Keluarga di Kecamatan Glagah dengan subkategori kolam renang. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket Rp10.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.1/5.",Kampung Warna-Warni Banyuwangi Keluarga kolam renang keluarga anak santai taman murah area parkir toilet area bermain gazebo warung harga_rendah akses_mudah durasi_4_jam cocok_keluarga,"Kampung Warna-Warni Banyuwangi adalah destinasi Keluarga di Kecamatan Glagah dengan subkategori kolam renang. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket Rp10.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.1/5.","kampung warna-warni banyuwangi keluarga kolam renang keluarga, anak, santai, taman, murah area parkir, toilet, area bermain, gazebo, warung kampung warna-warni banyuwangi adalah destinasi keluarga di kecamatan glagah dengan subkategori kolam renang. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket rp10.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.1/5. harga_rendah akses_mudah durasi_4_jam cocok_keluarga",242,206,0.7082486196599117
D0071,Trekking Kawah Ijen,Petualangan,trekking,Pesanggaran,50000,Sedang,4.2,2.5,Mudah,Teman,"petualangan, adrenalin, trekking, rafting, surfing","area parkir, toilet, pemandu wisata, penyewaan alat","Trekking Kawah Ijen adalah destinasi Petualangan di Kecamatan Pesanggaran dengan subkategori trekking. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp50.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.2/5.",Trekking Kawah Ijen Petualangan trekking petualangan adrenalin trekking rafting surfing area parkir toilet pemandu wisata penyewaan alat harga_sedang akses_mudah durasi_2.5_jam cocok_teman,"Trekking Kawah Ijen adalah destinasi Petualangan di Kecamatan Pesanggaran dengan subkategori trekking. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp50.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.2/5.","trekking kawah ijen petualangan trekking petualangan, adrenalin, trekking, rafting, surfing area parkir, toilet, pemandu wisata, penyewaan alat trekking kawah ijen adalah destinasi petualangan di kecamatan pesanggaran dengan subkategori trekking. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket rp50.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.2/5. harga_sedang akses_mudah durasi_2_jam cocok_teman",341,91,1.0
D0072,Surfing Camp G-Land,Petualangan,surfing,Rogojampi,35000,Sedang,4.6,2.5,Mudah,Keluarga,"petualangan, adrenalin, trekking, rafting, surfing","area parkir, toilet, pemandu wisata, penyewaan alat","Surfing Camp G-Land adalah destinasi Petualangan di Kecamatan Rogojampi dengan subkategori surfing. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp35.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.6/5.",Surfing Camp G-Land Petualangan surfing petualangan adrenalin trekking rafting surfing area parkir toilet pemandu wisata penyewaan alat harga_sedang akses_mudah durasi_2.5_jam cocok_keluarga,"Surfing Camp G-Land adalah destinasi Petualangan di Kecamatan Rogojampi dengan subkategori surfing. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp35.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.6/5.","surfing camp g-land petualangan surfing petualangan, adrenalin, trekking, rafting, surfing area parkir, toilet, pemandu wisata, penyewaan alat surfing camp g-land adalah destinasi petualangan di kecamatan rogojampi dengan subkategori surfing. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket rp35.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4.6/5. harga_sedang akses_mudah durasi_2_jam cocok_keluarga",225,115,0.6463327925996142
D0073,Rafting X-Badeng,Petualangan,rafting,Genteng,75000,Sedang,4.6,2.5,Sedang,Komunitas,"petualangan, adrenalin, trekking, rafting, surfing","area parkir, toilet, pemandu wisata, penyewaan alat","Rafting X-Badeng adalah destinasi Petualangan di Kecamatan Genteng dengan subkategori rafting. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp75.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sedang, dan rating 4.6/5.",Rafting X-Badeng Petualangan rafting petualangan adrenalin trekking rafting surfing area parkir toilet pemandu wisata penyewaan alat harga_sedang akses_sedang durasi_2.5_jam cocok_komunitas,"Rafting X-Badeng adalah destinasi Petualangan di Kecamatan Genteng dengan subkategori rafting. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp75.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sedang, dan rating 4.6/5.","rafting x-badeng petualangan rafting petualangan, adrenalin, trekking, rafting, surfing area parkir, toilet, pemandu wisata, penyewaan alat rafting x-badeng adalah destinasi petualangan di kecamatan genteng dengan subkategori rafting. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket rp75.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sedang, dan rating 4.6/5. harga_sedang akses_sedang durasi_2_jam cocok_komunitas",236,96,0.6869050073607086
D0074,Snorkeling Pulau Tabuhan,Petualangan,diving,Licin,35000,Sedang,4.1,2.0,Mudah,Pasangan,"petualangan, adrenalin, trekking, rafting, surfing","area parkir, toilet, pemandu wisata, penyewaan alat","Snorkeling Pulau Tabuhan adalah destinasi Petualangan di Kecamatan Licin dengan subkategori diving. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp35.000, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4.1/5.",Snorkeling Pulau Tabuhan Petualangan diving petualangan adrenalin trekking rafting surfing area parkir toilet pemandu wisata penyewaan alat harga_sedang akses_mudah durasi_2_jam cocok_pasangan,"Snorkeling Pulau Tabuhan adalah destinasi Petualangan di Kecamatan Licin dengan subkategori diving. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp35.000, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4.1/5.","snorkeling pulau tabuhan petualangan diving petualangan, adrenalin, trekking, rafting, surfing area parkir, toilet, pemandu wisata, penyewaan alat snorkeling pulau tabuhan adalah destinasi petualangan di kecamatan licin dengan subkategori diving. destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket rp35.000, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4.1/5. harga_sedang akses_mudah durasi_2_jam cocok_pasangan",279,84,0.8292419531434725
D0075,Diving Bangsring,Petualangan,camping,Muncar,35000,Sedang,4.5,2.0,Sedang,Pasangan,"petualangan, adrenalin, trekking, rafting, surfing","area parkir, toilet, pemandu wisata, penyewaan alat","Diving Bangsring adalah destinasi Petualangan di Kecamatan Muncar dengan subkategori camping. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp35.000, durasi kunjungan sekitar 2 jam, aksesibilitas sedang, dan rating 4.5/5.",Diving Bangsring Petualangan camping petualangan adrenalin trekking rafting surfing area parkir toilet pemandu wisata penyewaan alat harga_sedang akses_sedang durasi_2_jam cocok_pasangan,"Diving Bangsring adalah destinasi Petualangan di Kecamatan Muncar dengan subkategori camping. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp35.000, durasi kunjungan sekitar 2 jam, aksesibilitas sedang, dan rating 4.5/5.","diving bangsring petualangan camping petualangan, adrenalin, trekking, rafting, surfing area parkir, toilet, pemandu wisata, penyewaan alat diving bangsring adalah destinasi petualangan di kecamatan muncar dengan subkategori camping. destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket rp35.000, durasi kunjungan sekitar 2 jam, aksesibilitas sedang, dan rating 4.5/5. harga_sedang akses_sedang durasi_2_jam cocok_pasangan",249,107,0.7324932517479509
D0076,Offroad Licin,Petualangan,trekking,Pesanggaran,125000,Tinggi,4.9,1.0,Mudah,Komunitas,"petualangan, adrenalin, trekking, rafting, surfing","area parkir, toilet, pemandu wisata, penyewaan alat","Offroad Licin adalah destinasi Petualangan di Kecamatan Pesanggaran dengan subkategori trekking. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp125.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.9/5.",Offroad Licin Petualangan trekking petualangan adrenalin trekking rafting surfing area parkir toilet pemandu wisata penyewaan alat harga_tinggi akses_mudah durasi_1_jam cocok_komunitas,"Offroad Licin adalah destinasi Petualangan di Kecamatan Pesanggaran dengan subkategori trekking. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp125.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.9/5.","offroad licin petualangan trekking petualangan, adrenalin, trekking, rafting, surfing area parkir, toilet, pemandu wisata, penyewaan alat offroad licin adalah destinasi petualangan di kecamatan pesanggaran dengan subkategori trekking. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket rp125.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.9/5. harga_tinggi akses_mudah durasi_1_jam cocok_komunitas",150,35,0.3020738506282917
D0077,Camping Sukamade,Petualangan,surfing,Pesanggaran,75000,Sedang,4.0,2.5,Mudah,Komunitas,"petualangan, adrenalin, trekking, rafting, surfing","area parkir, toilet, pemandu wisata, penyewaan alat","Camping Sukamade adalah destinasi Petualangan di Kecamatan Pesanggaran dengan subkategori surfing. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp75.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4/5.",Camping Sukamade Petualangan surfing petualangan adrenalin trekking rafting surfing area parkir toilet pemandu wisata penyewaan alat harga_sedang akses_mudah durasi_2.5_jam cocok_komunitas,"Camping Sukamade adalah destinasi Petualangan di Kecamatan Pesanggaran dengan subkategori surfing. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp75.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4/5.","camping sukamade petualangan surfing petualangan, adrenalin, trekking, rafting, surfing area parkir, toilet, pemandu wisata, penyewaan alat camping sukamade adalah destinasi petualangan di kecamatan pesanggaran dengan subkategori surfing. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket rp75.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas mudah, dan rating 4/5. harga_sedang akses_mudah durasi_2_jam cocok_komunitas",214,82,0.6037357471231336
D0078,Jelajah Alas Purwo,Petualangan,rafting,Genteng,75000,Sedang,4.4,4.0,Sulit,Komunitas,"petualangan, adrenalin, trekking, rafting, surfing","area parkir, toilet, pemandu wisata, penyewaan alat","Jelajah Alas Purwo adalah destinasi Petualangan di Kecamatan Genteng dengan subkategori rafting. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp75.000, durasi kunjungan sekitar 4 jam, aksesibilitas sulit, dan rating 4.4/5.",Jelajah Alas Purwo Petualangan rafting petualangan adrenalin trekking rafting surfing area parkir toilet pemandu wisata penyewaan alat harga_sedang akses_sulit durasi_4_jam cocok_komunitas,"Jelajah Alas Purwo adalah destinasi Petualangan di Kecamatan Genteng dengan subkategori rafting. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp75.000, durasi kunjungan sekitar 4 jam, aksesibilitas sulit, dan rating 4.4/5.","jelajah alas purwo petualangan rafting petualangan, adrenalin, trekking, rafting, surfing area parkir, toilet, pemandu wisata, penyewaan alat jelajah alas purwo adalah destinasi petualangan di kecamatan genteng dengan subkategori rafting. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket rp75.000, durasi kunjungan sekitar 4 jam, aksesibilitas sulit, dan rating 4.4/5. harga_sedang akses_sulit durasi_4_jam cocok_komunitas",224,105,0.64254697697521
D0079,Rafting Kalibaru,Petualangan,diving,Rogojampi,150000,Tinggi,4.8,4.0,Sulit,Komunitas,"petualangan, adrenalin, trekking, rafting, surfing","area parkir, toilet, pemandu wisata, penyewaan alat","Rafting Kalibaru adalah destinasi Petualangan di Kecamatan Rogojampi dengan subkategori diving. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp150.000, durasi kunjungan sekitar 4 jam, aksesibilitas sulit, dan rating 4.8/5.",Rafting Kalibaru Petualangan diving petualangan adrenalin trekking rafting surfing area parkir toilet pemandu wisata penyewaan alat harga_tinggi akses_sulit durasi_4_jam cocok_komunitas,"Rafting Kalibaru adalah destinasi Petualangan di Kecamatan Rogojampi dengan subkategori diving. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp150.000, durasi kunjungan sekitar 4 jam, aksesibilitas sulit, dan rating 4.8/5.","rafting kalibaru petualangan diving petualangan, adrenalin, trekking, rafting, surfing area parkir, toilet, pemandu wisata, penyewaan alat rafting kalibaru adalah destinasi petualangan di kecamatan rogojampi dengan subkategori diving. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket rp150.000, durasi kunjungan sekitar 4 jam, aksesibilitas sulit, dan rating 4.8/5. harga_tinggi akses_sulit durasi_4_jam cocok_komunitas",122,35,0.12698383314596856
D0080,Bike Trail Ijen,Petualangan,camping,Kalipuro,150000,Tinggi,4.4,2.5,Sedang,Komunitas,"petualangan, adrenalin, trekking, rafting, surfing","area parkir, toilet, pemandu wisata, penyewaan alat","Bike Trail Ijen adalah destinasi Petualangan di Kecamatan Kalipuro dengan subkategori camping. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp150.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sedang, dan rating 4.4/5.",Bike Trail Ijen Petualangan camping petualangan adrenalin trekking rafting surfing area parkir toilet pemandu wisata penyewaan alat harga_tinggi akses_sedang durasi_2.5_jam cocok_komunitas,"Bike Trail Ijen adalah destinasi Petualangan di Kecamatan Kalipuro dengan subkategori camping. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket Rp150.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sedang, dan rating 4.4/5.","bike trail ijen petualangan camping petualangan, adrenalin, trekking, rafting, surfing area parkir, toilet, pemandu wisata, penyewaan alat bike trail ijen adalah destinasi petualangan di kecamatan kalipuro dengan subkategori camping. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas petualangan, adrenalin, trekking, rafting, estimasi tiket rp150.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sedang, dan rating 4.4/5. harga_tinggi akses_sedang durasi_2_jam cocok_komunitas",180,32,0.45677897392668265
D0081,Situs Macan Putih,Sejarah,situs,Glenmore,5000,Rendah,4.4,2.5,Sedang,Teman,"sejarah, heritage, edukasi, arsitektur, budaya","area parkir, toilet, pusat informasi, pemandu wisata","Situs Macan Putih adalah destinasi Sejarah di Kecamatan Glenmore dengan subkategori situs. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp5.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sedang, dan rating 4.4/5.",Situs Macan Putih Sejarah situs sejarah heritage edukasi arsitektur budaya area parkir toilet pusat informasi pemandu wisata harga_rendah akses_sedang durasi_2.5_jam cocok_teman,"Situs Macan Putih adalah destinasi Sejarah di Kecamatan Glenmore dengan subkategori situs. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp5.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sedang, dan rating 4.4/5.","situs macan putih sejarah situs sejarah, heritage, edukasi, arsitektur, budaya area parkir, toilet, pusat informasi, pemandu wisata situs macan putih adalah destinasi sejarah di kecamatan glenmore dengan subkategori situs. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket rp5.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sedang, dan rating 4.4/5. harga_rendah akses_sedang durasi_2_jam cocok_teman",236,163,0.6869050073607086
D0082,Gedung Inggrisan,Sejarah,museum,Rogojampi,20000,Rendah,4.3,3.0,Sedang,Pasangan,"sejarah, heritage, edukasi, arsitektur, budaya","area parkir, toilet, pusat informasi, pemandu wisata","Gedung Inggrisan adalah destinasi Sejarah di Kecamatan Rogojampi dengan subkategori museum. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp20.000, durasi kunjungan sekitar 3 jam, aksesibilitas sedang, dan rating 4.3/5.",Gedung Inggrisan Sejarah museum sejarah heritage edukasi arsitektur budaya area parkir toilet pusat informasi pemandu wisata harga_rendah akses_sedang durasi_3_jam cocok_pasangan,"Gedung Inggrisan adalah destinasi Sejarah di Kecamatan Rogojampi dengan subkategori museum. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp20.000, durasi kunjungan sekitar 3 jam, aksesibilitas sedang, dan rating 4.3/5.","gedung inggrisan sejarah museum sejarah, heritage, edukasi, arsitektur, budaya area parkir, toilet, pusat informasi, pemandu wisata gedung inggrisan adalah destinasi sejarah di kecamatan rogojampi dengan subkategori museum. destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket rp20.000, durasi kunjungan sekitar 3 jam, aksesibilitas sedang, dan rating 4.3/5. harga_rendah akses_sedang durasi_3_jam cocok_pasangan",227,185,0.6538544273729829
D0083,Pendopo Sabha Swagata Blambangan,Sejarah,heritage,Glagah,5000,Rendah,4.4,3.0,Sedang,Pasangan,"sejarah, heritage, edukasi, arsitektur, budaya","area parkir, toilet, pusat informasi, pemandu wisata","Pendopo Sabha Swagata Blambangan adalah destinasi Sejarah di Kecamatan Glagah dengan subkategori heritage. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp5.000, durasi kunjungan sekitar 3 jam, aksesibilitas sedang, dan rating 4.4/5.",Pendopo Sabha Swagata Blambangan Sejarah heritage sejarah heritage edukasi arsitektur budaya area parkir toilet pusat informasi pemandu wisata harga_rendah akses_sedang durasi_3_jam cocok_pasangan,"Pendopo Sabha Swagata Blambangan adalah destinasi Sejarah di Kecamatan Glagah dengan subkategori heritage. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket Rp5.000, durasi kunjungan sekitar 3 jam, aksesibilitas sedang, dan rating 4.4/5.","pendopo sabha swagata blambangan sejarah heritage sejarah, heritage, edukasi, arsitektur, budaya area parkir, toilet, pusat informasi, pemandu wisata pendopo sabha swagata blambangan adalah destinasi sejarah di kecamatan glagah dengan subkategori heritage. destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas sejarah, heritage, edukasi, arsitektur, estimasi tiket rp5.000, durasi kunjungan sekitar 3 jam, aksesibilitas sedang, dan rating 4.4/5. harga_rendah akses_sedang durasi_3_jam cocok_pasangan",228,193,0.6575905384749858
